225,20695,1740
226,6795,2140
227,23775,1200
228,78317,1640
229,10440,1960
230,107424,1150
231,224051,1520
232,4570,2400
233,37254,1100
234,20763,1512
235,18762,2380
236,145054,1050
237,30133,1620
238,4455,2140
239,16516,1350
240,1543,2700
241,4856,2242
242,32722,1620
243,5350,2300
244,10823,1250
245,23454,1562
246,30249,1560
248,23252,1820
249,524,2650
250,7972,1600
251,16045,2160
252,6101,1450
253,21396,1660
254,9997,1780
255,34126,1500
256,800,2550
257,17366,1660
258,22564,2000
259,20446,1050
260,19183,1860
261,7425,2140
262,24779,1000
263,171672,1600
264,21091,2040
265,40861,900
266,228036,1720
267,6219,1866
268,99399,1540
269,10620,2220
270,39319,1250
271,112393,1520
272,31743,1540
273,622,2500
274,14648,2220
275,24211,1300
276,73417,1500
277,17203,2260
278,12916,1150
279,47445,1720
280,8530,2360
281,142293,1250
282,184286,1620
283,11616,2120
284,11691,1200
285,45415,1600
286,6186,2220
287,21207,1400
288,11382,1940
289,21338,1250
290,8182,1883
291,12609,1460
292,14752,1620
293,4749,2400
294,25409,1840
295,24533,2020
296,18692,1550
297,8173,2240
298,20068,1250
299,10547,950
300,31405,1800
301,7245,2280
302,14285,1000
303,9065,2200
304,11183,1250
305,9063,1880
306,5933,1825
309,2095,2320
311,7940,2220
312,14014,1200
313,80143,1560
314,5765,2200
315,15248,1300
316,13539,2011
317,7165,2300
318,83771,1100
319,10835,2280
320,31906,1200
321,14749,2240
322,17269,1300
323,1426,2066
325,4772,2320
327,54022,1660
328,2403,1650
329,10650,2200
330,36799,1050
331,10131,2208
332,11974,1960
333,8963,2140
334,19063,1200
335,5229,2266
336,13112,1900
337,78129,1620
338,1664,2750
339,221947,1580
340,20560,1680
341,1247,2750
342,22086,1820
343,24691,2020
344,88156,1000
345,833,2200
346,12512,2280
347,15858,1200
348,15911,2300
349,35229,1400
350,23455,1780
351,7246,2220
352,33250,1150
353,24319,1780
354,8908,2220
355,12486,1100
356,14370,2240
357,13329,1200
358,16025,1800
359,21590,1740
360,6119,2320
361,21234,1000
362,17373,1780
363,60483,1520
364,7714,2400
365,25644,1100
366,15840,1680
367,9448,2100
368,37981,1050
369,25796,1660
370,12662,1760
371,36438,1540
372,16181,2240
373,11452,1250
374,9075,2000
375,14243,2240
376,13407,1100
377,21162,2180
378,24313,1050
379,52731,1942
380,13870,2220
381,46497,950
382,19062,1920
383,14870,2220
384,17317,1150
385,32116,1680
386,7660,1575
387,22950,1640
388,15447,2220
389,18520,1050
390,5638,0
391,3054,0
392,2593,0
393,7875,0
394,3938,0
396,4128,0
397,3135,0
398,2689,0
399,5740,0
400,18382,1560
401,38641,1580
402,16869,1600
403,1138,2600
404,28026,1680
405,82624,1520
406,1215,2500
407,12067,2300
408,17082,1050
409,16745,1844
411,7852,1366
412,13760,1380
413,7021,1620
414,28561,2100
415,13415,1200
416,24134,1840
417,11105,1720
418,583,2950
420,7890,1900
421,5385,1350
424,18683,1700
425,7251,2160
426,11418,1050
427,76950,1560
429,19714,2080
430,5364,1500
431,69979,1580
432,63697,1620
433,42628,1720
434,526,2950
435,17930,1700
436,9842,2183
437,31768,1720
438,6972,2700
439,44264,1520
440,8553,1600
441,34018,1680
442,8827,2340
443,66073,1150
444,7400,2300
445,32159,1300
446,17132,2380
447,25813,900
448,53752,1620
449,14952,2300
450,45042,1150
451,93572,1640
452,13189,1983
453,14677,2380
454,28494,1000
455,54968,2220
456,47884,1150
457,3368,2433
459,74939,1620
460,53816,1820
461,19971,2240
462,26461,1150
463,42894,1640
464,9985,2300
465,18224,950
466,82157,1820
467,125766,1660
468,12594,2440
469,78604,1050
470,1688,1975
471,27302,1720
472,62640,1957
474,95310,1650
475,16628,2033
476,65766,1600
477,555,2900
478,71053,1820
479,106543,1480
480,834,2700
482,15181,2300
483,22137,1450
484,19102,2260
485,13554,1350
486,107206,1620
487,10511,2400
488,14462,1500
489,90356,1650
490,60637,1683
491,3013,1800
492,106149,1440
493,32281,1760
494,9231,2400
495,12983,1350
496,31198,1580
497,436,2900
498,11029,2260
499,42410,1000
500,57998,2042
501,39242,1600
504,908,2850
505,24619,1900
506,2086,2700
507,42459,1680
508,34086,1740
509,46383,1766
510,84895,1620
512,1140,2900
513,30003,2238
514,55919,1760
515,48931,1600
516,1373,2950
518,27724,1800
519,76120,1440
520,106212,1600
521,1887,2950
522,23962,1600
523,7733,1425
524,7031,2066
525,28550,1720
526,15618,2228
527,27908,1700
528,1908,2800
529,781,1900
530,2687,1855
533,7196,2316
534,26669,1800
535,36227,1700
536,838,3000
538,33268,2112
540,44428,1700
542,3453,2466
543,13718,2380
544,13817,1250
545,65523,1360
546,159325,1440
547,14345,2360
548,16633,1250
549,18267,2137
550,70549,1700
551,24214,1880
552,32794,1620
553,12544,2220
554,19605,1050
555,13663,2200
556,37255,1000
557,21028,1760
558,24914,1780
559,24196,2260
560,21464,1100
566,7773,2428
567,46227,1700
568,8076,2380
569,10941,1350
570,41761,1700
571,5401,2580
572,20284,1100
573,21204,2280
574,15022,1350
575,7040,2333
576,16967,2340
577,39966,1450
578,14428,2333
579,45682,1150
580,124381,1640
581,73036,1700
582,11299,2460
583,18489,1100
584,57530,1660
585,10787,2383
586,13684,1100
587,12787,2466
588,32442,1100
590,9261,2300
591,19204,1050
592,18762,1800
593,10703,1960
594,3808,2540
595,15892,1200
596,19164,1740
597,11042,1700
598,43969,1850
599,35679,1680
600,40016,1966
601,14262,2240
602,16341,1250
603,12128,2300
604,15557,1200
605,12537,2180
606,9726,1400
607,17406,2380
608,13932,1250
609,35619,1666
610,28123,1780
611,31190,2087
612,23218,1750
613,8067,2460
614,13235,1450
615,25672,1700
616,31501,1666
617,143171,1520
618,21833,2071
620,29872,1733
621,34389,1660
622,27673,1716
623,7098,2600
624,16128,950
625,20972,1880
626,21904,1942
627,8321,2433
628,24239,1766
629,25240,1640
630,116752,1455
631,21659,1700
632,18250,1866
633,22768,2150
634,2942,1300
635,2566,1100
637,19703,1300
638,7097,1550
639,14049,2250
641,15411,1985
643,9796,2457
644,7432,1600
645,12971,1957
650,19297,2260
651,30056,1150
652,19701,1850
653,17500,2057
656,7874,1928
658,6564,800
659,44730,1557
660,24282,1750
661,1328,1975
662,4879,2460
663,2915,1800
664,13985,800
665,18542,1766
666,7017,2480
667,12127,1100
669,9271,800
670,55919,1442
671,8503,2560
672,28308,900
673,12238,1050
675,28830,1740
676,34736,1640
677,105505,1660
678,27548,1733
679,13986,2400
680,30336,900
681,29202,1640
682,35980,1680
683,2237,1870
685,8376,2380
686,34259,950
687,21458,2120
688,36414,900
689,17964,1760
690,16961,2023
691,22582,1700
696,12096,2333
697,16854,1150
698,29229,2316
699,18923,1200
700,8668,2540
701,37812,1166
702,54075,1766
703,50314,1800
704,10088,2680
705,81565,950
706,75359,1580
707,60573,1640
708,14236,2280
709,26565,1200
710,30149,1766
711,45481,1620
712,26279,1640
713,13563,2380
714,21780,1150
715,9564,2620
716,30146,1050
717,7787,2311
718,7224,2550
719,21922,1250
720,1425,2800
721,34898,1680
722,23105,1950
723,71161,1600
724,16033,2057
725,17085,2057
727,21323,1733
729,23257,1650
730,14710,2200
731,50944,1633
732,87920,1516
733,32911,1683
734,133964,1583
735,36854,1520
736,533,2850
737,148,3300
739,13669,2500
740,15286,1250
741,13886,2420
742,38148,1250
743,37496,1580
744,9644,2440
745,12790,1150
746,49138,1571
747,25620,1500
748,20870,1700
749,52929,1580
750,71184,2212
753,8988,1700
754,17397,1840
755,38898,1914
756,7980,2416
757,23959,2171
758,58473,1766
760,12394,1150
761,29831,1683
762,24347,2033
763,12737,2420
764,25023,850
765,25511,1914
766,55053,1560
767,23419,1940
768,34718,2028
769,11781,1350
770,21023,1250
771,22381,2316
772,8272,2360
773,6841,2500
774,8050,2058
775,0,2900
776,36746,1957
777,31425,1540
778,13166,2340
779,27756,1100
780,36039,2025
784,7640,1900
785,78813,1600
786,8031,2660
787,15105,1250
788,12699,2380
789,12486,1400
791,122331,800
792,20234,1983
793,13092,2314
794,16946,2171
796,27311,1883
797,29170,1816
798,32107,1880
799,27484,2271
801,15717,1000
802,17262,2066
803,21139,1814
804,25412,2266
805,28819,1000
807,18909,1100
808,28661,1785
809,7522,2460
810,17349,1100
811,21677,1720
812,22739,1860
813,15912,1983
814,22403,1680
815,9090,2400
816,20196,1200
817,23029,1750
818,16160,1814
819,2461,2540
820,12485,1100
821,21388,1580
822,42374,1683
825,21589,1857
827,10179,2366
828,12795,1250
830,9826,2320
831,25380,1166
832,25867,1880
833,9522,2560
834,15780,1000
835,39955,1716
837,21647,1857
838,2160,2350
839,31843,1840
840,12114,2320
841,22664,1000
842,23934,1820
843,7985,2480
844,14777,1150
845,21905,1885
846,12674,1850
847,29902,1769
848,7832,2480
849,11663,1300
850,6784,2400
851,13823,1100
852,5407,2222
853,9870,2240
854,19738,1000
855,26414,2200
856,2481,2466
858,20745,1700
859,20096,1900
860,353,2700
862,27568,1866
863,22678,1914
864,33901,1616
865,9605,2571
867,16767,800
868,18793,2071
869,25216,1840
870,28043,1733
871,105,2900
873,20297,1733
875,18934,2016
876,16499,1100
877,31485,1766
878,7442,2560
879,18747,1050
883,14312,1984
884,22851,1783
886,24044,1766
887,18009,1916
888,38821,1628
889,336,3000
891,13468,2380
892,19215,1050
893,41785,1566
894,37122,1760
895,14281,1860
896,8711,2460
897,18842,1050
898,35045,1466
899,27956,1533
900,26613,1580
901,7607,2400
902,18162,1150
903,37607,1800
906,7664,2440
907,9126,1350
908,32224,2062
909,21999,1766
910,12494,1366
911,35768,1771
912,24895,1820
913,43602,2162
914,30032,2150
915,34528,1871
916,15493,1820
917,7586,2480
918,26948,850
919,53518,1600
920,32521,1757
921,0,3200
922,29827,1766
923,16447,2316
924,14361,2166
925,7035,2350
926,10343,1780
927,1,2900
928,7137,1600
929,5722,1700
930,10791,2080
931,20189,1233
932,26099,1985
933,6981,2520
934,14128,1300
935,52121,1683
936,8361,2500
937,19574,1100
938,27830,1928
939,42623,1533
940,28442,1716
946,37318,1728
948,11328,900
949,11387,2250
950,19891,950
952,17883,1814
954,30322,1811
955,13201,2116
957,5119,1300
958,16517,1993
959,53194,1616
960,23501,2112
961,36817,1828
962,33737,1857
963,7527,2400
964,12517,1050
965,18521,1640
967,9690,1050
975,24809,1600
976,23924,1783
977,200848,1250
978,93220,1242
979,23345,1800
980,21399,1900
981,24741,1937
982,27660,1866
983,10507,2400
984,23396,950
985,26418,1857
986,12810,2516
987,36024,1100
988,54206,1550
989,19970,1820
990,30106,1757
991,38973,1566
992,24383,1720
993,8587,2266
994,17736,1100
995,11524,2283
996,67870,1050
997,12475,2380
998,20019,1100
999,57959,1466
1000,27461,1928
1001,5383,1388
1002,5589,1513
1003,50645,1550
1004,28115,1816
1005,60956,1542
1006,62884,1433
1007,12536,2660
1008,23729,950
1009,37026,1757
1010,19006,2200
1011,19672,1050
1012,12550,2433
1013,17090,1000
1015,58408,1514
1016,30951,1928
1017,36143,2112
1019,7586,2520
1020,25110,1000
1023,32294,1885
1025,29113,2114
1027,36568,1800
1028,25425,2112
1029,39591,1683
1030,111093,1771
1031,23878,1866
1032,19452,1871
1033,26462,2114
1034,10201,2680
1036,31600,1942
1037,50882,2087
1038,42132,1716
1039,5204,2560
1040,15367,1150
1041,51423,1583
1042,34764,1750
1043,31005,1871
1044,6474,2316
1045,6737,2480
1046,5443,1700
1047,31947,850
1051,40098,1900
1053,154,3500
1054,21382,2137
1055,16390,2200
1056,18904,2050
1057,7025,1433
1059,27781,1700
1060,31548,2125
1061,35170,1816
1062,25595,1900
1063,19094,2316
1064,26031,1000
1065,33822,1914
1066,40155,1600
1067,5723,2440
1068,18434,1433
1070,23467,2053
1071,80,3500
1073,35504,1842
1075,11502,1000
1076,41561,1842
1077,69376,1500
1078,72,3400
1080,33136,1666
1081,27376,2100
1082,27707,1914
1083,9644,2650
1084,21419,1233
1085,31648,1842
1086,160,3500
1088,37937,1733
1089,12513,2384
1090,15967,2100
1091,42766,2062
1092,52602,1657
1093,49421,1685
1095,68142,1416
1096,41062,1814
1097,62337,2237
1098,10437,2633
1099,30482,1375
1100,32711,1783
1101,44845,1714
1102,54289,1433
1103,13014,2520
1104,27475,1000
1105,33485,1560
1106,45795,1533
1107,39370,1771
1108,70618,1514
1109,13307,2416
1110,39941,2175
1111,28241,1900
1113,22748,1100
1114,41815,1750
1115,1532,1516
1116,2277,0
1117,32093,1900
1118,51403,1662
1119,34141,2162
1120,4729,2483
1121,15887,1300
1129,11010,2316
1130,25444,1133
1131,42594,1728
1132,33565,1814
1133,63000,1457
1136,37446,1460
1137,11460,2366
1138,17646,1350
1139,41492,1750
1140,43777,1785
1141,72975,1537
1142,6879,2420
1143,30064,1133
1144,67650,1442
1145,12028,0
1146,32357,2025
1147,10431,2383
1148,31914,2212
1149,16265,2460
1150,20530,850
1151,34071,1733
1152,30456,2028
1153,31007,1766
1154,90113,1571
1155,37157,1733
1156,23243,2085
1157,56079,1650
1158,10216,2550
1159,17631,1050
1160,0,0
1162,12528,1100
1163,31210,1912
1165,63028,1514
1166,36077,1700
1167,49077,1800
1168,10895,2380
1169,18901,1200
1170,3778,0
1172,10204,2585
1173,23318,950
1174,45389,1716
1175,38990,1957
1176,61209,1466
1177,6450,1400
1178,44159,2011
1179,15150,2280
1180,29694,1150
1181,22470,2016
1182,40307,1900
1183,71883,1562
1184,18526,2200
1185,55118,1711
1186,44419,1800
1187,38471,1928
1188,13981,2550
1189,35475,1100
1190,18245,2333
1191,25406,1000
1192,981,0
1193,542,0
1194,44001,1771
1195,60881,1614
1196,70191,1514
1197,43407,1700
1198,22923,2150
1199,29561,1000
1200,49443,1600
1201,45911,1966
1202,19949,1983
1203,76110,1587
1204,45589,1666
1205,20328,2450
1206,43418,850
1207,54903,1714
1208,37391,2150
1209,39921,2090
1210,15365,2537
1211,2643,2122
1213,89519,1512
1214,36476,2037
1215,39519,1750
1216,56562,1557
1217,36145,1933
1218,3947,2533
1219,2045,1850
1220,50248,1942
1221,52668,1842
1223,47141,1900
1225,50806,1800
1227,36887,1866
1228,45330,1766
1230,35986,900
1231,3477,1650
1234,83116,1485
1236,35614,1900
1237,42438,2188
1238,47743,1828
1239,10786,2566
1240,130,3100
1242,18463,2480
1243,34315,1133
1244,49918,1757
1245,47307,1683
1246,96,3500
1248,29588,1300
1249,94197,1488
1250,26858,2085
1251,45042,1871
1252,16977,2175
1253,48779,1716
1254,13371,2316
1255,32543,1166
1256,58737,1600
1257,62393,1671
1260,38423,1833
1261,256,3100
1263,50636,1650
1264,17644,2500
1265,27383,1466
1266,39654,2137
1267,14736,2366
1268,14602,2520
1269,26412,1150
1270,50941,2188
1271,38725,1716
1272,69611,1483
1275,3303,0
1276,16864,2566
1277,26617,1366
1278,37952,1850
1279,44204,1800
1280,11182,2383
1281,24241,1200
1282,39340,1733
1283,78632,1500
1284,37874,2128
1285,68668,1766
1286,13778,2600
1287,26907,1150
1288,50894,1783
1290,14203,2600
1291,30351,1666
1292,20311,2516
1293,32778,1050
1294,97248,1466
1295,49816,1816
1296,95810,1514
1297,2215,0
1299,19094,2360
1300,38151,900
1301,44392,1850
1302,1033,0
1303,58198,1914
1304,64881,1700
1305,44226,2150
1307,43534,2057
1310,6726,2600
1311,77878,1566
1312,71371,1728
1313,35756,1866
1315,28347,1100
1316,39920,1850
1320,23432,2350
1321,21698,1250
1322,17274,2550
1323,25810,1150
1324,107410,1333
1325,86363,1650
1326,81962,2022
1327,70685,1885
1328,135348,1533
1329,15784,2460
1330,30362,1150
1331,40021,0
1332,59268,1914
1333,61528,1750
1334,67549,1900
1335,159688,1400
1336,30604,2628
1337,58813,850
1338,30019,2340
1339,49748,1050
1340,22583,2416
1341,43023,1100
1342,73345,1816
1343,127949,1516
1344,21873,2533
1345,44939,950
1346,4401,1911
1348,78454,1783
1349,24953,2700
1350,40779,1150
1351,39649,1033
1352,177109,1300
1353,126448,1383
1354,75967,1825
1355,73206,1716
1356,3346,0
1357,4193,0
1358,80524,1733
1359,73947,1766
1360,170705,1375
1361,12620,2550
1362,52286,1200
1363,73081,1816
1364,54401,1780
1365,87500,1757
1366,66730,1914
1367,119708,1585
1368,70918,2288
1369,79800,1733
1370,93015,1785
1371,91006,1700
1372,72331,1883
1373,83012,1714
1374,142494,1514
1375,64228,2255
1379,28674,2228
1380,56057,1885
1381,38834,2266
1382,46470,950
1383,15407,2583
1384,22829,1766
1385,112313,1557
1386,578,2800
1387,2068,2400
1388,58469,1660
1389,67592,1942
1391,64483,1540
1392,66395,2022
1393,47713,2000
1394,8814,2600
1395,48211,1233
1396,25098,2440
1397,38860,1150
1398,78640,1757
1399,132513,1542
1400,63809,1928
1401,75009,1650
1402,1217,2433
1403,629,2633
1404,23395,2260
1405,39484,900
1406,51366,1720
1407,48976,1740
1408,37362,2177
1409,119483,1416
1411,45698,1942
1413,37982,1733
1415,41943,1733
1416,20822,2433
1417,30861,950
1418,53805,1971
1419,81721,1571
1420,65405,1633
1421,50529,1580
1422,43643,1916
1423,7509,2807
1424,4910,1750
1425,14900,2137
1426,94337,1350
1427,34571,2350
1428,55216,2111
1430,70252,1642
1431,3794,2040
1433,130890,1314
1434,90,3500
1436,56091,1716
1437,57307,1828
1438,48744,1916
1439,15881,2533
1440,34112,850
1442,14350,2533
1443,43128,1475
1444,17909,2460
1445,31612,850
1446,24555,2500
1447,26476,900
1450,45495,2280
1451,68571,1685
1452,59734,1814
1453,44160,1800
1454,102247,1366
1455,72267,1828
1456,130,3500
1458,17363,2666
1459,27918,1050
1461,48879,1700
1462,120552,1271
1463,46262,1950
1464,193,3500
1466,77432,1955
1467,41534,1840
1468,39459,1942
1469,64256,1716
1470,27997,2433
1471,39159,1000
1472,130159,1400
1473,75673,1842
1474,57947,1866
1475,120299,1485
1476,63114,2000
1477,10315,2583
1478,48716,1200
1479,20721,2433
1480,39013,850
1481,56554,1850
1482,43013,2112
1485,47592,1833
1486,59917,1828
1487,69704,1800
1488,2666,2250
1490,122408,1271
1491,46327,2255
1492,57076,1560
1493,38052,1900
1494,39768,1966
1495,23985,2416
1496,34217,1000
1497,79932,1642
1498,46153,1766
1499,55874,1900
1500,10496,2716
1501,27310,850
1503,21599,2450
1504,34818,1000
1505,27428,1888
1506,99275,1400
1508,10499,2633
1509,51726,1233
1510,9173,2554
1511,74075,1728
1512,119294,1314
1513,45893,1766
1514,54423,1660
1515,68032,2122
1516,49929,1720
1517,54381,2212
1519,76910,1750
1520,157980,1400
1521,50838,1900
1523,35526,2312
1525,57600,1733
1526,77423,1842
1527,67964,1733
1528,22535,2383
1529,45338,950
1530,57862,1975
1531,5091,0
1532,3702,0
1533,3176,0
1534,42755,2177
1535,82120,1683
1536,53076,1733
1537,99707,1514
1538,110671,1471
1539,66677,1616
1540,15126,2666
1541,46405,1000
1542,64193,1866
1543,56029,1716
1545,17443,2814
1546,28906,1000
1547,100522,1357
1548,24715,2450
1549,47083,800
1550,58177,1833
1551,98992,1562
1552,49848,2233
1553,69045,2022
1554,51031,1740
1555,67141,1650
1556,42411,2125
1557,54329,1720
1558,18093,2350
1559,73565,1516
1560,124004,1357
1561,31890,1266
1562,60688,1800
1566,75924,1800
1567,62426,1716
1569,54425,1800
1571,2556,2100
1572,9833,2700
1573,31562,1100
1574,53892,1733
1575,11676,2200
1576,0,0
1578,7243,2761
1579,97656,1425
1580,5746,2683
1581,21571,1000
1582,60815,1662
1583,37164,2062
1584,43461,1828
1585,43911,1742
1586,88,3500
1588,156,3500
1592,42069,1971
1593,101784,1450
1594,68295,1542
1598,59122,1771
1599,3568,2690
1600,4965,1866
1601,17509,2416
1602,29505,950
1603,26853,2350
1604,32897,950
1605,50403,1766
1606,50106,1783
1607,97156,1537
1608,33732,2228
1609,40796,2087
1610,39362,2266
1611,86205,1500
1612,53204,1700
1613,62863,1600
1614,50322,1716
1615,41889,2175
1616,54262,2125
1617,50943,1650
1618,89661,1414
1619,94177,1587
1620,51420,1814
1621,45323,2366
1622,58060,1750
1623,42588,1660
1624,109951,1442
1625,40746,1866
1626,58388,1816
1627,56432,1716
1628,29366,2357
1629,46328,800
1630,20586,2366
1631,42485,950
1632,58186,1750
1633,79753,1583
1634,58021,1716
1635,57009,1600
1637,60248,2000
1638,55200,1800
1639,0,0
1641,21129,2483
1642,29588,850
1644,63328,1583
1646,55283,1700
1647,50497,1800
1648,17812,2433
1649,25097,1050
1650,82466,1485
1651,55130,1766
1654,47794,2075
1656,56624,2188
1657,63262,1600
1658,54101,1771
1659,34611,1816
1660,89053,1414
1661,41935,1800
1662,12558,0
1663,19818,0
1665,46566,1560
1666,13353,2491
1667,16498,2533
1668,29091,850
1669,156388,1037
1670,38125,1600
1671,54160,1566
1672,50662,2030
1673,41594,1700
1674,84922,1371
1675,81824,1385
1676,164089,1111
1677,13660,2350
1678,36131,1133
1679,42911,1733
1680,47306,1700
1681,59801,1566
1682,46075,1783
1684,60926,1950
1685,18029,2583
1686,34718,800
1687,12331,2616
1688,40291,1100
1689,40623,1540
1690,109414,1228
1691,61208,1633
1692,146837,1137
1693,21667,2483
1694,34913,1000
1695,41580,1783
1696,49976,2050
1697,58941,1700
1698,64992,1785
1699,48495,1660
1700,49505,1783
1701,59132,1650
1702,106496,1362
1703,144228,1085
1704,44574,2211
1705,58062,1683
1706,54798,1616
1707,16042,2650
1708,35493,950
1709,58092,1683
1710,12262,2380
1711,33224,1050
1712,62611,1814
1713,55879,1683
1714,94144,1300
1715,49139,1750
1716,54183,1766
1717,45538,1633
1718,11239,2600
1719,48876,1000
1720,54880,1633
1721,56332,1666
1722,118782,1185
1725,23528,2046
1726,41791,2175
1728,57433,1842
1729,92085,1385
1730,41617,1866
1732,29693,1785
1733,57677,1516
1734,50290,1533
1735,43405,1683
1736,42207,1750
1737,21431,2171
1738,33941,2037
1739,45659,1716
1740,39840,2088
1741,73010,1400
1742,116018,1114
1743,59763,1728
1744,73401,1314
1746,43205,2100
1747,43764,1540
1749,45686,1700
1750,31945,0
1753,25757,2228
1754,29062,800
